Package Name,Destination,Duration,Price,Package Description
Romantic Iceland Package 205,Iceland,6,328610,"Experience a romantic 6-day trip to Iceland. This package includes northern lights viewing, glacier hiking and volcano tours."
Adventurous Australia Package 206,Australia,12,223831,"Experience a adventurous 12-day trip to Australia. This package includes surfing lessons, outback adventures and kangaroo spotting."
Cultural Goa Package 207,Goa,6,167582,"Experience a cultural 6-day trip to Goa. This package includes flea markets, church visits and water sports."
Modern Turkey Package 208,Turkey,13,401596,"Experience a modern 13-day trip to Turkey. This package includes hot air balloon rides, bazaar shopping and carpet weaving workshops."
Modern Ladakh Package 209,Ladakh,6,97547,"Experience a modern 6-day trip to Ladakh. This package includes mountain biking, high altitude trekking and yak safaris."
Scenic Bali Package 210,Bali,5,391458,"Experience a scenic 5-day trip to Bali. This package includes surfing lessons, scuba diving and temple visits."
Cultural Kenya Package 211,Kenya,11,234136,"Experience a cultural 11-day trip to Kenya. This package includes tribal village visits, hot air balloon rides and mountain climbing."
Family-friendly Bali Package 212,Bali,10,435794,"Experience a family-friendly 10-day trip to Bali. This package includes scuba diving, yoga retreats and surfing lessons."
Relaxing Manali Package 213,Manali,5,74425,"Experience a relaxing 5-day trip to Manali. This package includes mountain trekking, paragliding and skiing."
Relaxing Hawaii Package 214,Hawaii,6,320058,"Experience a relaxing 6-day trip to Hawaii. This package includes snorkeling, beach surfing and helicopter tours."
Premium Udaipur Package 215,Udaipur,14,140001,"Experience a premium 14-day trip to Udaipur. This package includes rooftop dining, vintage car rides and puppet shows."
Heritage Australia Package 216,Australia,10,255754,"Experience a heritage 10-day trip to Australia. This package includes surfing lessons, kangaroo spotting and outback adventures."
Romantic France Package 217,France,6,65675,"Experience a romantic 6-day trip to France. This package includes eiffel tower visits, museum tours and wine tasting."
Premium Andaman Package 218,Andaman,4,33491,"Experience a premium 4-day trip to Andaman. This package includes glass bottom boat rides, mangrove kayaking and island hopping."
Backpacker Switzerland Package 219,Switzerland,5,490355,"Experience a backpacker 5-day trip to Switzerland. This package includes mountain hiking, paragliding and lake cruises."
Family-friendly Bali Package 220,Bali,13,67680,"Experience a family-friendly 13-day trip to Bali. This package includes temple visits, scuba diving and surfing lessons."
Luxury Iceland Package 221,Iceland,4,397755,"Experience a luxury 4-day trip to Iceland. This package includes whale watching, ice cave exploring and volcano tours."
Luxury Kerala Package 222,Kerala,3,132212,"Experience a luxury 3-day trip to Kerala. This package includes ayurveda spa, tea plantation tours and houseboat cruises."
Adventurous Hawaii Package 223,Hawaii,11,278692,"Experience a adventurous 11-day trip to Hawaii. This package includes luau feasts, whale watching and beach surfing."
Premium Italy Package 224,Italy,8,348486,"Experience a premium 8-day trip to Italy. This package includes fashion district shopping, colosseum tours and pasta making classes."
Premium Kerala Package 225,Kerala,5,145274,"Experience a premium 5-day trip to Kerala. This package includes spice garden walks, tea plantation tours and houseboat cruises."
Luxury Turkey Package 226,Turkey,9,440767,"Experience a luxury 9-day trip to Turkey. This package includes bazaar shopping, hot air balloon rides and turkish bath."
Adventurous Switzerland Package 227,Switzerland,7,237921,"Experience a adventurous 7-day trip to Switzerland. This package includes scenic train rides, skiing and mountain hiking."
Romantic Varanasi Package 228,Varanasi,11,52528,"Experience a romantic 11-day trip to Varanasi. This package includes ganga aarti, street food walks and yoga sessions."
Cultural Iceland Package 229,Iceland,11,128294,"Experience a cultural 11-day trip to Iceland. This package includes hot spring bathing, volcano tours and whale watching."
Adventurous Jaipur Package 230,Jaipur,12,148222,"Experience a adventurous 12-day trip to Jaipur. This package includes fort tours, cultural shows and block printing workshops."
Luxury Switzerland Package 231,Switzerland,10,477879,"Experience a luxury 10-day trip to Switzerland. This package includes lake cruises, scenic train rides and chocolate factory tours."
Budget Andaman Package 232,Andaman,8,86327,"Experience a budget 8-day trip to Andaman. This package includes scuba diving, beach camping and snorkeling."
Premium Brazil Package 233,Brazil,11,141276,"Experience a premium 11-day trip to Brazil. This package includes christ the redeemer visits, copacabana beach and football matches."
Modern Varanasi Package 234,Varanasi,14,156116,"Experience a modern 14-day trip to Varanasi. This package includes yoga sessions, boat rides and ganga aarti."
Romantic Bali Package 235,Bali,3,236641,"Experience a romantic 3-day trip to Bali. This package includes surfing lessons, scuba diving and yoga retreats."
Cultural Kenya Package 236,Kenya,14,322251,"Experience a cultural 14-day trip to Kenya. This package includes tribal village visits, bird watching and hot air balloon rides."
Adventurous Shimla Package 237,Shimla,5,26768,"Experience a adventurous 5-day trip to Shimla. This package includes apple orchard visits, nature walks and ice skating."
Scenic Turkey Package 238,Turkey,11,87367,"Experience a scenic 11-day trip to Turkey. This package includes hot air balloon rides, blue voyage cruises and bazaar shopping."
Romantic Ladakh Package 239,Ladakh,6,138865,"Experience a romantic 6-day trip to Ladakh. This package includes camping under stars, yak safaris and monastery visits."
Romantic Goa Package 240,Goa,14,38426,"Experience a romantic 14-day trip to Goa. This package includes water sports, flea markets and beach parties."
Romantic Turkey Package 241,Turkey,14,133121,"Experience a romantic 14-day trip to Turkey. This package includes bazaar shopping, carpet weaving workshops and hot air balloon rides."
Romantic Switzerland Package 242,Switzerland,14,115113,"Experience a romantic 14-day trip to Switzerland. This package includes skiing, mountain hiking and lake cruises."
Heritage France Package 243,France,10,443443,"Experience a heritage 10-day trip to France. This package includes museum tours, lavender field tours and wine tasting."
Backpacker Goa Package 244,Goa,6,136013,"Experience a backpacker 6-day trip to Goa. This package includes water sports, church visits and sunset cruises."
Adventurous France Package 245,France,8,266720,"Experience a adventurous 8-day trip to France. This package includes lavender field tours, cheese tasting and river cruises."
Premium Italy Package 246,Italy,5,115720,"Experience a premium 5-day trip to Italy. This package includes wine vineyard visits, fashion district shopping and colosseum tours."
Family-friendly Varanasi Package 247,Varanasi,8,166625,"Experience a family-friendly 8-day trip to Varanasi. This package includes temple tours, ganga aarti and silk weaving tours."
Heritage Brazil Package 248,Brazil,7,393991,"Experience a heritage 7-day trip to Brazil. This package includes christ the redeemer visits, football matches and carnival celebrations."
Heritage Manali Package 249,Manali,14,127413,"Experience a heritage 14-day trip to Manali. This package includes paragliding, river rafting and hot springs."
Adventurous Italy Package 250,Italy,10,208560,"Experience a adventurous 10-day trip to Italy. This package includes fashion district shopping, gondola rides and gelato tasting."
Modern Bhutan Package 251,Bhutan,9,371568,"Experience a modern 9-day trip to Bhutan. This package includes himalayan viewing, monastery treks and dzong visits."
Premium Switzerland Package 252,Switzerland,14,181448,"Experience a premium 14-day trip to Switzerland. This package includes paragliding, mountain hiking and scenic train rides."
Family-friendly Goa Package 253,Goa,14,98214,"Experience a family-friendly 14-day trip to Goa. This package includes church visits, beach parties and seafood tasting."
Backpacker Hawaii Package 254,Hawaii,7,490787,"Experience a backpacker 7-day trip to Hawaii. This package includes snorkeling, beach surfing and whale watching."
Romantic Australia Package 255,Australia,8,93416,"Experience a romantic 8-day trip to Australia. This package includes surfing lessons, outback adventures and kangaroo spotting."
Backpacker Australia Package 256,Australia,6,451170,"Experience a backpacker 6-day trip to Australia. This package includes opera house tours, outback adventures and great barrier reef diving."
Adventurous Kerala Package 257,Kerala,13,74643,"Experience a adventurous 13-day trip to Kerala. This package includes spice garden walks, houseboat cruises and tea plantation tours."
Cultural Udaipur Package 258,Udaipur,11,57485,"Experience a cultural 11-day trip to Udaipur. This package includes boat rides, vintage car rides and rooftop dining."
Luxury Turkey Package 259,Turkey,7,325868,"Experience a luxury 7-day trip to Turkey. This package includes carpet weaving workshops, hot air balloon rides and blue voyage cruises."
Modern Thailand Package 260,Thailand,12,216206,"Experience a modern 12-day trip to Thailand. This package includes floating markets, muay thai shows and elephant sanctuaries."
Family-friendly Ladakh Package 261,Ladakh,4,126922,"Experience a family-friendly 4-day trip to Ladakh. This package includes yak safaris, high altitude trekking and pangong lake tours."
Backpacker Ladakh Package 262,Ladakh,7,117358,"Experience a backpacker 7-day trip to Ladakh. This package includes monastery visits, mountain biking and yak safaris."
Luxury Manali Package 263,Manali,13,31658,"Experience a luxury 13-day trip to Manali. This package includes hot springs, river rafting and paragliding."
Adventurous Rishikesh Package 264,Rishikesh,3,138243,"Experience a adventurous 3-day trip to Rishikesh. This package includes meditation sessions, cliff jumping and yoga retreats."
